,Ratings,Reviews,Price,split_source,Discount_Ratio,Edition_Year_Freq,Vintage_Count,Fraction_Author_BookCategory,Fraction_Author_Genre,Overall_Author_Rating,Total_Books_Per_Author,"Genre_Arts History, Theory & Criticism (Books)",Genre_Asian History,Genre_Biographies & Autobiographies (Books),Genre_Cinema & Broadcast (Books),Genre_Comics,Genre_Comics & Graphic Novels (Books),Genre_Comics & Mangas (Books),Genre_Computer Science Books,Genre_Contemporary Fiction (Books),"Genre_Crime, Thriller & Mystery (Books)",Genre_Design,Genre_Dictionaries,Genre_Encyclopaedias & Reference Works (Books),Genre_Government (Books),"Genre_Handicrafts, Decorative Arts & Crafts (Books)",Genre_Healthy Living & Wellness (Books),Genre_Humour (Books),Genre_Indian Writing (Books),Genre_Language Learning & Teaching (Books),"Genre_Language, Linguistics & Writing (Books)",Genre_Linguistics (Books),Genre_Mangas,Genre_Music Books,Genre_Others,Genre_Romance (Books),Genre_Software & Business Applications (Books),Genre_Sports Training & Coaching (Books),Genre_True Accounts (Books),Genre_Writing Guides (Books),"BookCategory_Arts, Film & Photography","BookCategory_Biographies, Diaries & True Accounts",BookCategory_Comics & Mangas,"BookCategory_Computing, Internet & Digital Media","BookCategory_Crime, Thriller & Mystery",BookCategory_Humour,"BookCategory_Language, Linguistics & Writing",BookCategory_Politics,BookCategory_Romance,BookCategory_Sports,Book_Type_Mass Market Paperback,Book_Type_Others,Book_Type_Paperback
3129,2.9,3,553.0,0,0.0,0.13158907272027703,1,0.1914455626715462,0.219807868252516,0.8625,0.0035361720937085606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3130,3.6,12,196.0,0,0.0,0.11940489932025138,2,0.15667886550777677,0.05192131747483989,0.8847058823529411,0.002504788566376897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3131,4.4,33,205.0,0,0.0,0.01385148133897653,15,0.19510521500457456,0.219807868252516,0.8455555555555556,0.0026521290702814205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3133,4.6,2,499.0,0,0.0,0.026163909195844555,11,0.14089661482159194,0.01578225068618481,0.9199999999999999,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3134,4.0,17,195.0,0,0.0,0.017186097216878287,12,0.14501372369624885,0.0054894784995425435,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3135,3.5,2,304.0,0,0.0,0.11940489932025138,2,0.15667886550777677,0.0022872827081427266,0.7885714285714286,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3136,4.8,15,373.0,0,0.0,0.13158907272027703,1,0.13494967978042086,0.03133577310155535,0.96,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3137,4.0,19,552.21,0,0.0,0.13158907272027703,1,0.13494967978042086,0.019441903019213176,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3138,3.3,3,150.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.07479414455626715,0.7678947368421055,0.0055989391483718875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3139,4.0,2,624.0,0,0.0,0.017186097216878287,12,0.15667886550777677,0.0029734675205855443,0.885,0.0005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3140,3.5,22,270.0,0,0.0,0.1068359625496986,3,0.14089661482159194,0.009149130832570906,0.7000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3141,4.5,50,185.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.11527904849039342,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3143,5.0,1,686.0,0,0.0,0.021033730922149545,14,0.13494967978042086,0.018298261665141813,1.0,0.00014734050390452334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3144,5.0,4,419.0,0,0.0,0.13158907272027703,1,0.15324794144556267,0.0011436413540713633,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3145,3.7,34,316.8,0,0.0,0.08221110683596256,4,0.16285452881976212,0.0022872827081427266,0.7400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3146,4.5,12,558.0,0,0.0,0.0471976401179941,7,0.08508691674290943,0.017612076852698992,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3149,4.7,3,188.0,0,0.0,0.0471976401179941,7,0.15324794144556267,0.11527904849039342,0.9400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3150,4.8,149,260.0,0,0.0,0.11940489932025138,2,0.15416285452881975,0.10041171088746569,0.96,0.0004420215117135701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3151,3.9,11,289.0,0,0.0,0.08221110683596256,4,0.19510521500457456,0.0004574565416285453,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3153,4.1,5,910.0,0,0.0,0.060151340259074,6,0.1354071363220494,0.018069533394327538,0.82,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3156,3.8,6,268.0,0,0.0,0.04591509554957035,8,0.1914455626715462,0.219807868252516,0.8714285714285714,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3157,3.0,1,442.0,0,0.0,0.11940489932025138,2,0.14089661482159194,0.0016010978956999085,0.795,0.0011787240312361867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3158,4.8,9,400.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.0011436413540713633,0.96,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3159,3.9,4,1669.0,0,0.0,0.06515326407592664,5,0.13494967978042086,0.0052607502287282705,0.78,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3160,4.0,1,1916.0,0,0.025052192066805846,0.06515326407592664,5,0.19510521500457456,0.0029734675205855443,0.9022222222222223,0.0013260645351407102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,4.1,24,276.0,0,0.0,0.0471976401179941,7,0.15324794144556267,0.11527904849039342,0.8400000000000001,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3162,5.0,2,2511.0,0,0.0,0.03988713607797871,9,0.16285452881976212,0.022186642268984445,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3163,4.3,8,270.0,0,0.0,0.11940489932025138,2,0.15324794144556267,0.11527904849039342,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3164,3.6,5,235.0,0,0.0,0.13158907272027703,1,0.1914455626715462,0.07479414455626715,0.8066666666666669,0.0008840430234271402,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3165,2.5,2,449.0,0,0.0,0.13158907272027703,1,0.14501372369624885,0.013952424519670631,0.7466666666666666,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3166,3.0,4,69.0,0,0.0,0.11940489932025138,2,0.16285452881976212,0.003202195791399817,0.8466666666666667,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3167,5.0,3,415.0,0,0.0,0.13158907272027703,1,0.19510521500457456,0.219807868252516,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3168,5.0,1,367.0,0,0.0,0.11940489932025138,2,0.13494967978042086,0.0006861848124428179,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3169,5.0,4,483.0,0,0.0,0.02988328844427344,10,0.15667886550777677,0.015096065873741994,1.0,0.00014734050390452334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3170,4.0,38,279.0,0,0.0,0.05848403232012313,0,0.1914455626715462,0.007548032936870997,0.8061538461538463,0.003830853101517607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3171,3.5,3,199.0,0,0.0,0.08221110683596256,4,0.15324794144556267,0.11527904849039342,0.7000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3172,4.1,12,350.0,0,0.0,0.060151340259074,6,0.1354071363220494,0.10041171088746569,0.81,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3173,3.0,1,460.0,0,0.0,0.060151340259074,6,0.14501372369624885,0.0006861848124428179,0.6000000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3174,2.9,2,983.0,0,0.0,0.0060279594715916375,22,0.19510521500457456,0.219807868252516,0.58,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3175,5.0,2,1000.0,0,0.0,0.02988328844427344,10,0.14089661482159194,0.0016010978956999085,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3176,4.1,35,324.0,0,0.0,0.060151340259074,6,0.13494967978042086,0.10041171088746569,0.8,0.0002946810078090467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3178,5.0,1,963.0,0,0.0,0.06515326407592664,5,0.19510521500457456,0.219807868252516,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3179,3.1,6,449.0,0,0.0,0.01385148133897653,15,0.15667886550777677,0.04871912168344007,0.8819999999999997,0.005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3180,4.6,45,112.0,0,0.0,0.060151340259074,6,0.16285452881976212,0.016010978956999086,0.8509677419354841,0.009135111242080447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3181,4.5,4,384.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.0004574565416285453,0.8800000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3182,5.0,1,624.0,0,0.0,0.060151340259074,6,0.15667886550777677,0.05192131747483989,0.885,0.0005893620156180934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3183,4.2,85,396.0,0,0.0,0.13158907272027703,1,0.15416285452881975,0.10041171088746569,0.8400000000000001,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3184,5.0,1,948.0,0,0.0,0.01795562395793254,13,0.1354071363220494,0.00022872827081427266,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3185,4.5,8,499.0,0,0.0,0.03988713607797871,9,0.15667886550777677,0.04871912168344007,0.8766666666666668,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3186,5.0,1,1399.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.01989935956084172,1.0,0.00014734050390452334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3187,5.0,4,299.0,0,0.0,0.11940489932025138,2,0.14089661482159194,0.0006861848124428179,0.9866666666666668,0.0004420215117135701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3188,4.0,1,988.0,0,0.0,0.060151340259074,6,0.14089661482159194,0.019441903019213176,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3189,3.2,7,352.0,0,0.0,0.08221110683596256,4,0.14089661482159194,0.018298261665141813,0.6400000000000001,0.00014734050390452334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3190,3.5,13,145.0,0,0.0,0.04591509554957035,8,0.1914455626715462,0.0016010978956999085,0.9000000000000002,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3191,4.7,21,407.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.0004574565416285453,0.9400000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3192,4.0,3,198.0,0,0.0,0.005258432730537386,24,0.1914455626715462,0.07479414455626715,0.755,0.0005893620156180934,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3193,4.0,1,1398.0,0,0.0,0.13158907272027703,1,0.15667886550777677,0.007548032936870997,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3194,5.0,1,1250.0,0,0.0,0.13158907272027703,1,0.16285452881976212,0.018298261665141813,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3196,4.4,15,180.0,0,0.0,0.05848403232012313,0,0.15416285452881975,0.018755718206770355,0.8800000000000001,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3197,3.8,22,250.0,0,0.0,0.03988713607797871,9,0.15324794144556267,0.020128087831655993,0.82,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3199,3.6,8,161.0,0,0.0,0.03988713607797871,9,0.15667886550777677,0.015096065873741994,0.7200000000000001,0.00014734050390452334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3200,5.0,1,450.0,0,0.0,0.05848403232012313,0,0.15416285452881975,0.10041171088746569,1.0,0.00014734050390452334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3201,3.1,46,120.0,0,0.0,0.06515326407592664,5,0.15324794144556267,0.11527904849039342,0.7745454545454546,0.0016207455429497568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3202,4.3,9,355.0,0,0.0,0.010645119917917148,17,0.14089661482159194,0.04871912168344007,0.8819999999999997,0.005893620156180934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3203,4.1,25,295.0,0,0.0,0.0471976401179941,7,0.19510521500457456,0.219807868252516,0.7983999999999999,0.003683512597613084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3204,4.1,4,899.0,0,0.0,0.05848403232012313,0,0.08508691674290943,0.0022872827081427266,0.77,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3205,4.6,3,981.0,0,0.0,0.1068359625496986,3,0.14089661482159194,0.018298261665141813,0.9199999999999999,0.00014734050390452334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3206,4.7,24,55.0,0,0.0,0.02988328844427344,10,0.16285452881976212,0.016010978956999086,0.8509677419354841,0.009135111242080447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3207,3.6,13,417.0,0,0.0,0.06515326407592664,5,0.19510521500457456,0.219807868252516,0.83,0.002062767054663327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3208,4.0,2,1034.0,0,0.0,0.11940489932025138,2,0.1354071363220494,0.0018298261665141812,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3209,4.0,26,440.0,0,0.0,0.1068359625496986,3,0.16285452881976212,0.01715462031107045,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3210,4.8,34,1600.0,0,0.0,0.11940489932025138,2,0.14501372369624885,0.004803293687099725,0.96,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3211,4.1,33,379.0,0,0.0,0.11940489932025138,2,0.15324794144556267,0.01120768526989936,0.8172727272727274,0.0032414910858995136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3212,4.0,20,150.0,0,0.0,0.03988713607797871,9,0.15416285452881975,0.0029734675205855443,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3213,4.5,2,224.0,0,0.0,0.11940489932025138,2,0.13494967978042086,0.018298261665141813,0.9,0.00014734050390452334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3214,5.0,10,1824.0,0,0.0,0.026163909195844555,11,0.1354071363220494,0.007548032936870997,0.86,0.0008840430234271402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3215,5.0,3,184.0,0,0.0,0.11940489932025138,2,0.1914455626715462,0.11527904849039342,0.8486746987951812,0.012229261824075438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3216,4.0,5,179.0,0,0.0,0.03988713607797871,9,0.13494967978042086,0.010978956999085087,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3217,5.0,1,420.0,0,0.0,0.1068359625496986,3,0.08508691674290943,0.017612076852698992,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3218,3.8,48,350.0,0,0.0,0.1068359625496986,3,0.14501372369624885,0.009377859103385178,0.76,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3219,5.0,1,596.0,0,0.0,0.08221110683596256,4,0.16285452881976212,0.00434583714547118,1.0,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3220,3.7,8,1200.0,0,0.0,0.04591509554957035,8,0.14501372369624885,0.013952424519670631,0.7400000000000001,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3221,4.3,11,319.0,0,0.0,0.04591509554957035,8,0.1354071363220494,0.0016010978956999085,0.86,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3222,4.5,3,490.0,0,0.0,0.010260356547390022,18,0.14501372369624885,0.0027447392497712718,0.9,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3223,4.9,37,695.0,0,0.0,0.08221110683596256,4,0.15667886550777677,0.04871912168344007,0.9571428571428572,0.0010313835273316634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3224,4.6,6,2098.67,0,0.0,0.015262280364242658,16,0.1354071363220494,0.008920402561756633,0.916,0.0007367025195226168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3225,5.0,1,1078.0,0,0.0,0.1068359625496986,3,0.1354071363220494,0.018069533394327538,1.0,0.0002946810078090467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3226,4.9,11,266.0,0,0.0,0.08221110683596256,4,0.15667886550777677,0.05192131747483989,0.9155555555555556,0.0013260645351407102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3227,4.0,2,1496.0,0,0.0,0.13158907272027703,1,0.1354071363220494,0.018526989935956084,0.8,0.00014734050390452334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
